Date_reported,Country_code,Country,New_cases
2022/9/10,CN,China,39063
2022/9/11,CN,China,40907
2022/9/12,CN,China,35242
2022/9/13,CN,China,28426
2022/9/14,CN,China,49827
2022/9/15,CN,China,52513
2022/9/16,CN,China,50517
2022/9/17,CN,China,45939
2022/9/18,CN,China,45250
2022/9/19,CN,China,45221
2022/9/20,CN,China,31032
2022/9/21,CN,China,47758
2022/9/22,CN,China,49229
2022/9/23,CN,China,46140
2022/9/24,CN,China,45508
2022/9/25,CN,China,42475
2022/9/26,CN,China,42788
2022/9/27,CN,China,30728
2022/9/28,CN,China,49922
2022/9/29,CN,China,52236
2022/9/30,CN,China,46416
2022/10/1,CN,China,48941
2022/10/2,CN,China,48468
2022/10/3,CN,China,46824
2022/10/4,CN,China,37833
2022/10/5,CN,China,52890
2022/10/6,CN,China,60595
2022/10/7,CN,China,51094
2022/10/8,CN,China,55297
2022/10/9,CN,China,48668
2022/10/10,CN,China,48063
2022/10/11,CN,China,35848
2022/10/12,CN,China,45877
2022/10/13,CN,China,57954
2022/10/14,CN,China,59328
2022/10/15,CN,China,51113
2022/10/16,CN,China,48879
2022/10/17,CN,China,47294
2022/10/18,CN,China,31867
2022/10/19,CN,China,51037
2022/10/20,CN,China,47101
2022/10/21,CN,China,44142
2022/10/22,CN,China,41301
2022/10/23,CN,China,41282
2022/10/24,CN,China,40194
2022/10/25,CN,China,30062
2022/10/26,CN,China,42127
2022/10/27,CN,China,43852
2022/10/28,CN,China,38437
2022/10/29,CN,China,37708
2022/10/30,CN,China,34941
2022/10/31,CN,China,34800
2022/11/1,CN,China,24841
2022/11/2,CN,China,38653
2022/11/3,CN,China,34862
2022/11/4,CN,China,37535
2022/11/5,CN,China,31696
2022/11/6,CN,China,29090
2022/11/7,CN,China,28545
2022/11/8,CN,China,20350
2022/11/9,CN,China,28473
2022/11/10,CN,China,28387
2022/11/11,CN,China,26131
2022/11/12,CN,China,25339
2022/11/13,CN,China,24547
2022/11/14,CN,China,22864
2022/11/15,CN,China,20159
2022/11/16,CN,China,22381
2022/11/17,CN,China,28187
2022/11/18,CN,China,25860
2022/11/19,CN,China,23954
2022/11/20,CN,China,21912
2022/11/21,CN,China,20966
2022/11/22,CN,China,17245
2022/11/23,CN,China,23464
2022/11/24,CN,China,24780
2022/11/25,CN,China,23657
2022/11/26,CN,China,19815
2022/11/27,CN,China,20713
2022/11/28,CN,China,20162
2022/11/29,CN,China,17605
2022/11/30,CN,China,25988
2022/12/1,CN,China,24474
2022/12/2,CN,China,23935
2022/12/3,CN,China,21137
2022/12/4,CN,China,19826
2022/12/5,CN,China,20149
2022/12/6,CN,China,17931
2022/12/7,CN,China,25481
2022/12/8,CN,China,25127
2022/12/9,CN,China,23110
2022/12/10,CN,China,482266
2022/12/11,CN,China,552774
2022/12/12,CN,China,812501
2022/12/13,CN,China,959142
2022/12/14,CN,China,1125971
2022/12/15,CN,China,1258319
2022/12/16,CN,China,1914667
2022/12/17,CN,China,2467405
2022/12/18,CN,China,3269837
2022/12/19,CN,China,4215932
2022/12/20,CN,China,5518902
2022/12/21,CN,China,5990907
2022/12/22,CN,China,6891736
2022/12/23,CN,China,7498163
2022/12/24,CN,China,6898616
2022/12/25,CN,China,5824013
2022/12/26,CN,China,4823268
2022/12/27,CN,China,4807520
2022/12/28,CN,China,4535068
2022/12/29,CN,China,3747924
2022/12/30,CN,China,3016105
2022/12/31,CN,China,2487762
2023/1/1,CN,China,2329165
2023/1/2,CN,China,1609789
2023/1/3,CN,China,1286148
2023/1/4,CN,China,1457646
2023/1/5,CN,China,1310338
2023/1/6,CN,China,1074124
2023/1/7,CN,China,887541
2023/1/8,CN,China,751438
2023/1/9,CN,China,545242
2023/1/10,CN,China,411261
2023/1/11,CN,China,430794
2023/1/12,CN,China,335338
2023/1/13,CN,China,288219
2023/1/14,CN,China,239787
2023/1/15,CN,China,206577
2023/1/16,CN,China,144594
2023/1/17,CN,China,120703
2023/1/18,CN,China,142946
2023/1/19,CN,China,112870
2023/1/20,CN,China,94811
2023/1/21,CN,China,89728
2023/1/22,CN,China,78464
2023/1/23,CN,China,46462
2023/1/24,CN,China,26852
2023/1/25,CN,China,16846
2023/1/26,CN,China,19863
2023/1/27,CN,China,17410
2023/1/28,CN,China,27101
2023/1/29,CN,China,28516
2023/1/30,CN,China,30242
2023/1/31,CN,China,0
2023/2/1,CN,China,55395
2023/2/2,CN,China,0
2023/2/3,CN,China,35838
2023/2/4,CN,China,54113
2023/2/5,CN,China,25534
2023/2/6,CN,China,25689
2023/2/7,CN,China,17898
2023/2/8,CN,China,24922
2023/2/9,CN,China,25643
2023/2/10,CN,China,21898
2023/2/11,CN,China,21174
2023/2/12,CN,China,19007
2023/2/13,CN,China,13376
2023/2/14,CN,China,18442
2023/2/15,CN,China,22102
2023/2/16,CN,China,21857
2023/2/17,CN,China,18585
2023/2/18,CN,China,0
2023/2/19,CN,China,31977
2023/2/20,CN,China,17121
2023/2/21,CN,China,12311
2023/2/22,CN,China,18107
2023/2/23,CN,China,17354
2023/2/24,CN,China,15437
2023/2/25,CN,China,0
2023/2/26,CN,China,981
2023/2/27,CN,China,44133
2023/2/28,CN,China,8237
2023/3/1,CN,China,11103
2023/3/2,CN,China,13230
2023/3/3,CN,China,14318
2023/3/4,CN,China,0
2023/3/5,CN,China,98
2023/3/6,CN,China,37726
2023/3/7,CN,China,7483
2023/3/8,CN,China,11515
2023/3/9,CN,China,12065
2023/3/10,CN,China,10278
2023/3/11,CN,China,0
2023/3/12,CN,China,18816
2023/3/13,CN,China,9839
2023/3/14,CN,China,7019
2023/3/15,CN,China,10563
2023/3/16,CN,China,10741
2023/3/17,CN,China,9251
2023/3/18,CN,China,0
2023/3/19,CN,China,21205
2023/3/20,CN,China,5255
2023/3/21,CN,China,5666
2023/3/22,CN,China,2748
2023/3/23,CN,China,315
2023/3/24,CN,China,112
2023/3/25,CN,China,0
2023/3/26,CN,China,65
2023/3/27,CN,China,707
2023/3/28,CN,China,40
2023/3/29,CN,China,52
2023/3/30,CN,China,68
2023/3/31,CN,China,63
2023/4/1,CN,China,0
2023/4/2,CN,China,205
2023/4/3,CN,China,684
2023/4/4,CN,China,80
2023/4/5,CN,China,107
2023/4/6,CN,China,0
2023/4/7,CN,China,0
2023/4/8,CN,China,0
2023/4/9,CN,China,387
2023/4/10,CN,China,742
2023/4/11,CN,China,98
2023/4/12,CN,China,130
2023/4/13,CN,China,195
2023/4/14,CN,China,214
2023/4/15,CN,China,0
2023/4/16,CN,China,425
2023/4/17,CN,China,889
2023/4/18,CN,China,208
2023/4/19,CN,China,235
2023/4/20,CN,China,248
2023/4/21,CN,China,237
2023/4/22,CN,China,0
2023/4/23,CN,China,529
2023/4/24,CN,China,1004
2023/4/25,CN,China,282
2023/4/26,CN,China,367
2023/4/27,CN,China,379
2023/4/28,CN,China,410
2023/4/29,CN,China,0
2023/4/30,CN,China,834
2023/5/1,CN,China,1256
2023/5/2,CN,China,358
2023/5/3,CN,China,422
2023/5/4,CN,China,442
2023/5/5,CN,China,477
2023/5/6,CN,China,0
2023/5/7,CN,China,923
2023/5/8,CN,China,1387
2023/5/9,CN,China,423
2023/5/10,CN,China,525
2023/5/11,CN,China,628
2023/5/12,CN,China,615
2023/5/13,CN,China,6
2023/5/14,CN,China,1167
2023/5/15,CN,China,1460
2023/5/16,CN,China,479
2023/5/17,CN,China,503
2023/5/18,CN,China,506
2023/5/19,CN,China,515
2023/5/20,CN,China,0
2023/5/21,CN,China,1087
2023/5/22,CN,China,1825
2023/5/23,CN,China,513
2023/5/24,CN,China,571
2023/5/25,CN,China,1320
2023/5/26,CN,China,1298
2023/5/27,CN,China,0
2023/5/28,CN,China,1214
2023/5/29,CN,China,2339
2023/5/30,CN,China,876
2023/5/31,CN,China,0
2023/6/1,CN,China,524
2023/6/2,CN,China,733
2023/6/3,CN,China,421
2023/6/4,CN,China,401
2023/6/5,CN,China,1810
2023/6/6,CN,China,154
2023/6/7,CN,China,419
2023/6/8,CN,China,732
2023/6/9,CN,China,214
2023/6/10,CN,China,480
2023/6/11,CN,China,3524
2023/6/12,CN,China,1862
2023/6/13,CN,China,83
2023/6/14,CN,China,262
2023/6/15,CN,China,170
2023/6/16,CN,China,254
2023/6/17,CN,China,171
2023/6/18,CN,China,2031
2023/6/19,CN,China,1833
2023/6/20,CN,China,67
2023/6/21,CN,China,212
2023/6/22,CN,China,164
2023/6/23,CN,China,121
2023/6/24,CN,China,63
2023/6/25,CN,China,40
2023/6/26,CN,China,3468
2023/6/27,CN,China,49
2023/6/28,CN,China,178
2023/6/29,CN,China,123
2023/6/30,CN,China,112
2023/7/1,CN,China,85
2023/7/2,CN,China,83
2023/7/3,CN,China,2659
2023/7/4,CN,China,129
2023/7/5,CN,China,0
2023/7/6,CN,China,0
2023/7/7,CN,China,0
2023/7/8,CN,China,0
2023/7/9,CN,China,26
2023/7/10,CN,China,2608
2023/7/11,CN,China,30
2023/7/12,CN,China,113
2023/7/13,CN,China,70
2023/7/14,CN,China,0
2023/7/15,CN,China,0
2023/7/16,CN,China,0
2023/7/17,CN,China,2000
2023/7/18,CN,China,21
2023/7/19,CN,China,18
2023/7/20,CN,China,82
2023/7/21,CN,China,61
2023/7/22,CN,China,327
2023/7/23,CN,China,0
2023/7/24,CN,China,1785
2023/7/25,CN,China,0
2023/7/26,CN,China,0
2023/7/27,CN,China,0
2023/7/28,CN,China,0
2023/7/29,CN,China,347
2023/7/30,CN,China,580
2023/7/31,CN,China,675
2023/8/1,CN,China,0
2023/8/2,CN,China,0
2023/8/3,CN,China,0
2023/8/4,CN,China,0
2023/8/5,CN,China,402
2023/8/6,CN,China,955
2023/8/7,CN,China,579
2023/8/8,CN,China,0
2023/8/9,CN,China,0
2023/8/10,CN,China,0
2023/8/11,CN,China,0
2023/8/12,CN,China,419
2023/8/13,CN,China,0
2023/8/14,CN,China,931
2023/8/15,CN,China,0
2023/8/16,CN,China,0
2023/8/17,CN,China,0
2023/8/18,CN,China,0
2023/8/19,CN,China,629
2023/8/20,CN,China,0
2023/8/21,CN,China,952
2023/8/22,CN,China,0
2023/8/23,CN,China,0
2023/8/24,CN,China,0
2023/8/25,CN,China,0
2023/8/26,CN,China,695
2023/8/27,CN,China,0
2023/8/28,CN,China,1036
2023/8/29,CN,China,0
2023/8/30,CN,China,0
2023/8/31,CN,China,0
2023/9/1,CN,China,0
2023/9/2,CN,China,713
2023/9/3,CN,China,0
2023/9/4,CN,China,961
2023/9/5,CN,China,0
2023/9/6,CN,China,0
2023/9/7,CN,China,0
2023/9/8,CN,China,0
2023/9/9,CN,China,603
2023/9/10,CN,China,0
2023/9/11,CN,China,1096
2023/9/12,CN,China,0
2023/9/13,CN,China,0
2023/9/14,CN,China,0
2023/9/15,CN,China,0
2023/9/16,CN,China,0
2023/9/17,CN,China,0
2023/9/18,CN,China,1037
2023/9/19,CN,China,0
2023/9/20,CN,China,0
2023/9/21,CN,China,0
2023/9/22,CN,China,834
2023/9/23,CN,China,0
2023/9/24,CN,China,0
2023/9/25,CN,China,347
2023/9/26,CN,China,0
2023/9/27,CN,China,0
2023/9/28,CN,China,0
2023/9/29,CN,China,975
2023/9/30,CN,China,0
2023/10/1,CN,China,0
2023/10/2,CN,China,0
2023/10/3,CN,China,0
2023/10/4,CN,China,0
2020/1/3,JP,Japan,0
2020/1/4,JP,Japan,0
2020/1/5,JP,Japan,0
2020/1/6,JP,Japan,0
2020/1/7,JP,Japan,0
2020/1/8,JP,Japan,0
2020/1/9,JP,Japan,0
2020/1/10,JP,Japan,0
2020/1/11,JP,Japan,0
2020/1/12,JP,Japan,0
2020/1/13,JP,Japan,0
2020/1/14,JP,Japan,1
2020/1/15,JP,Japan,0
2020/1/16,JP,Japan,0
2020/1/17,JP,Japan,0
2020/1/18,JP,Japan,0
2020/1/19,JP,Japan,0
2020/1/20,JP,Japan,0
2020/1/21,JP,Japan,0
2020/1/22,JP,Japan,0
2020/1/23,JP,Japan,0
2020/1/24,JP,Japan,0
2020/1/25,JP,Japan,1
2020/1/26,JP,Japan,1
2020/1/27,JP,Japan,1
2020/1/28,JP,Japan,0
2020/1/29,JP,Japan,3
2020/1/30,JP,Japan,1
2020/1/31,JP,Japan,4
2020/2/1,JP,Japan,1
2020/2/2,JP,Japan,2
2020/2/3,JP,Japan,5
2020/2/4,JP,Japan,0
2020/2/5,JP,Japan,3
2020/2/6,JP,Japan,2
2020/2/7,JP,Japan,0
2020/2/8,JP,Japan,0
2020/2/9,JP,Japan,0
2020/2/10,JP,Japan,0
2020/2/11,JP,Japan,1
2020/2/12,JP,Japan,2
2020/2/13,JP,Japan,0
2020/2/14,JP,Japan,5
2020/2/15,JP,Japan,7
2020/2/16,JP,Japan,12
2020/2/17,JP,Japan,6
2020/2/18,JP,Japan,7
2020/2/19,JP,Japan,8
2020/2/20,JP,Japan,1
2020/2/21,JP,Japan,20
2020/2/22,JP,Japan,13
2020/2/23,JP,Japan,28
2020/2/24,JP,Japan,12
2020/2/25,JP,Japan,12
2020/2/26,JP,Japan,8
2020/2/27,JP,Japan,23
2020/2/28,JP,Japan,24
2020/2/29,JP,Japan,20
2020/3/1,JP,Japan,9
2020/3/2,JP,Japan,16
2020/3/3,JP,Japan,14
2020/3/4,JP,Japan,16
2020/3/5,JP,Japan,33
2020/3/6,JP,Japan,33
2020/3/7,JP,Japan,62
2020/3/8,JP,Japan,49
2020/3/9,JP,Japan,37
2020/3/10,JP,Japan,26
2020/3/11,JP,Japan,55
2020/3/12,JP,Japan,52
2020/3/13,JP,Japan,56
2020/3/14,JP,Japan,45
2020/3/15,JP,Japan,66
2020/3/16,JP,Japan,35
2020/3/17,JP,Japan,15
2020/3/18,JP,Japan,47
2020/3/19,JP,Japan,44
2020/3/20,JP,Japan,39
2020/3/21,JP,Japan,50
2020/3/22,JP,Japan,52
2020/3/23,JP,Japan,43
2020/3/24,JP,Japan,42
2020/3/25,JP,Japan,66
2020/3/26,JP,Japan,105
2020/3/27,JP,Japan,101
2020/3/28,JP,Japan,112
2020/3/29,JP,Japan,197
2020/3/30,JP,Japan,188
2020/3/31,JP,Japan,88
2020/4/1,JP,Japan,246
2020/4/2,JP,Japan,393
2020/4/3,JP,Japan,63
2020/4/4,JP,Japan,343
2020/4/5,JP,Japan,341
2020/4/6,JP,Japan,393
2020/4/7,JP,Japan,257
2020/4/8,JP,Japan,363
2020/4/9,JP,Japan,537
2020/4/10,JP,Japan,620
2020/4/11,JP,Japan,680
2020/4/12,JP,Japan,766
2020/4/13,JP,Japan,545
2020/4/14,JP,Japan,427
2020/4/15,JP,Japan,493
2020/4/16,JP,Japan,516
2020/4/17,JP,Japan,591
2020/4/18,JP,Japan,657
2020/4/19,JP,Japan,604
2020/4/20,JP,Japan,393
2020/4/21,JP,Japan,387
2020/4/22,JP,Japan,384
2020/4/23,JP,Japan,453
2020/4/24,JP,Japan,473
2020/4/25,JP,Japan,456
2020/4/26,JP,Japan,353
2020/4/27,JP,Japan,208
2020/4/28,JP,Japan,196
2020/4/29,JP,Japan,285
2020/4/30,JP,Japan,253
2020/5/1,JP,Japan,204
2020/5/2,JP,Japan,272
2020/5/3,JP,Japan,314
2020/5/4,JP,Japan,237
2020/5/5,JP,Japan,177
2020/5/6,JP,Japan,132
2020/5/7,JP,Japan,112
2020/5/8,JP,Japan,89
2020/5/9,JP,Japan,104
2020/5/10,JP,Japan,103
2020/5/11,JP,Japan,51
2020/5/12,JP,Japan,79
2020/5/13,JP,Japan,159
2020/5/14,JP,Japan,60
2020/5/15,JP,Japan,121
2020/5/16,JP,Japan,48
2020/5/17,JP,Japan,49
2020/5/18,JP,Japan,20
2020/5/19,JP,Japan,60
2020/5/20,JP,Japan,20
2020/5/21,JP,Japan,41
2020/5/22,JP,Japan,96
2020/5/23,JP,Japan,23
2020/5/24,JP,Japan,14
2020/5/25,JP,Japan,32
2020/5/26,JP,Japan,45
2020/5/27,JP,Japan,30
2020/5/28,JP,Japan,32
2020/5/29,JP,Japan,37
2020/5/30,JP,Japan,92
2020/5/31,JP,Japan,50
2020/6/1,JP,Japan,33
2020/6/2,JP,Japan,49
2020/6/3,JP,Japan,60
2020/6/4,JP,Japan,32
2020/6/5,JP,Japan,46
2020/6/6,JP,Japan,41
2020/6/7,JP,Japan,39
2020/6/8,JP,Japan,33
2020/6/9,JP,Japan,36
2020/6/10,JP,Japan,44
2020/6/11,JP,Japan,42
2020/6/12,JP,Japan,43
2020/6/13,JP,Japan,53
2020/6/14,JP,Japan,51
2020/6/15,JP,Japan,76
2020/6/16,JP,Japan,93
2020/6/17,JP,Japan,44
2020/6/18,JP,Japan,40
2020/6/19,JP,Japan,75
2020/6/20,JP,Japan,60
2020/6/21,JP,Japan,68
2020/6/22,JP,Japan,53
2020/6/23,JP,Japan,53
2020/6/24,JP,Japan,59
2020/6/25,JP,Japan,90
2020/6/26,JP,Japan,95
2020/6/27,JP,Japan,108
2020/6/28,JP,Japan,100
2020/6/29,JP,Japan,87
2020/6/30,JP,Japan,123
2020/7/1,JP,Japan,130
2020/7/2,JP,Japan,164
2020/7/3,JP,Japan,198
2020/7/4,JP,Japan,229
2020/7/5,JP,Japan,242
2020/7/6,JP,Japan,254
2020/7/7,JP,Japan,217
2020/7/8,JP,Japan,199
2020/7/9,JP,Japan,205
2020/7/10,JP,Japan,348
2020/7/11,JP,Japan,427
2020/7/12,JP,Japan,406
2020/7/13,JP,Japan,367
2020/7/14,JP,Japan,352
2020/7/15,JP,Japan,316
2020/7/16,JP,Japan,411
2020/7/17,JP,Japan,639
2020/7/18,JP,Japan,662
2020/7/19,JP,Japan,552
2020/7/20,JP,Japan,489
2020/7/21,JP,Japan,702
2020/7/22,JP,Japan,584
2020/7/23,JP,Japan,784
2020/7/24,JP,Japan,949
2020/7/25,JP,Japan,840
2020/7/26,JP,Japan,600
2020/7/27,JP,Japan,615
2020/7/28,JP,Japan,987
2020/7/29,JP,Japan,974
2020/7/30,JP,Japan,1188
2020/7/31,JP,Japan,1334
2020/8/1,JP,Japan,1537
2020/8/2,JP,Japan,865
2020/8/3,JP,Japan,2070
2020/8/4,JP,Japan,1255
2020/8/5,JP,Japan,1310
2020/8/6,JP,Japan,1223
2020/8/7,JP,Japan,1599
2020/8/8,JP,Japan,1706
2020/8/9,JP,Japan,1353
2020/8/10,JP,Japan,1222
2020/8/11,JP,Japan,1005
2020/8/12,JP,Japan,1337
2020/8/13,JP,Japan,1029
2020/8/14,JP,Japan,1103
2020/8/15,JP,Japan,1446
2020/8/16,JP,Japan,1193
2020/8/17,JP,Japan,992
2020/8/18,JP,Japan,1034
2020/8/19,JP,Japan,945
2020/8/20,JP,Japan,984
2020/8/21,JP,Japan,1300
2020/8/22,JP,Japan,1063
2020/8/23,JP,Japan,1091
2020/8/24,JP,Japan,821
2020/8/25,JP,Japan,636
2020/8/26,JP,Japan,739
2020/8/27,JP,Japan,929
2020/8/28,JP,Japan,954
2020/8/29,JP,Japan,878
2020/8/30,JP,Japan,904
2020/8/31,JP,Japan,635
2020/9/1,JP,Japan,557
2020/9/2,JP,Japan,662
2020/9/3,JP,Japan,647
2020/9/4,JP,Japan,675
2020/9/5,JP,Japan,647
2020/9/6,JP,Japan,579
2020/9/7,JP,Japan,476
2020/9/8,JP,Japan,386
2020/9/9,JP,Japan,498
2020/9/10,JP,Japan,530
2020/9/11,JP,Japan,742
2020/9/12,JP,Japan,669
2020/9/13,JP,Japan,696
2020/9/14,JP,Japan,464
2020/9/15,JP,Japan,316
2020/9/16,JP,Japan,505
2020/9/17,JP,Japan,587
2020/9/18,JP,Japan,530
2020/9/19,JP,Japan,598
2020/9/20,JP,Japan,611
2020/9/21,JP,Japan,529
2020/9/22,JP,Japan,305
2020/9/23,JP,Japan,345
2020/9/24,JP,Japan,279
2020/9/25,JP,Japan,464
2020/9/26,JP,Japan,610
2020/9/27,JP,Japan,682
2020/9/28,JP,Japan,459
2020/9/29,JP,Japan,375
2020/9/30,JP,Japan,541
2020/10/1,JP,Japan,553
2020/10/2,JP,Japan,701
2020/10/3,JP,Japan,608
2020/10/4,JP,Japan,582
2020/10/5,JP,Japan,414
2020/10/6,JP,Japan,308
2020/10/7,JP,Japan,510
2020/10/8,JP,Japan,510
2020/10/9,JP,Japan,631
2020/10/10,JP,Japan,635
2020/10/11,JP,Japan,705
2020/10/12,JP,Japan,436
2020/10/13,JP,Japan,328
2020/10/14,JP,Japan,502
2020/10/15,JP,Japan,602
2020/10/16,JP,Japan,726
2020/10/17,JP,Japan,656
2020/10/18,JP,Japan,610
2020/10/19,JP,Japan,478
2020/10/20,JP,Japan,384
2020/10/21,JP,Japan,482
2020/10/22,JP,Japan,642
2020/10/23,JP,Japan,665
2020/10/24,JP,Japan,755
2020/10/25,JP,Japan,711
2020/10/26,JP,Japan,542
2020/10/27,JP,Japan,440
2020/10/28,JP,Japan,624
2020/10/29,JP,Japan,743
2020/10/30,JP,Japan,797
2020/10/31,JP,Japan,805
2020/11/1,JP,Japan,801
2020/11/2,JP,Japan,731
2020/11/3,JP,Japan,479
2020/11/4,JP,Japan,663
2020/11/5,JP,Japan,974
2020/11/6,JP,Japan,1020
2020/11/7,JP,Japan,1162
2020/11/8,JP,Japan,1214
2020/11/9,JP,Japan,1014
2020/11/10,JP,Japan,984
2020/11/11,JP,Japan,1201
2020/11/12,JP,Japan,1666
2020/11/13,JP,Japan,1739
2020/11/14,JP,Japan,1746
2020/11/15,JP,Japan,1813
2020/11/16,JP,Japan,1468
2020/11/17,JP,Japan,1223
2020/11/18,JP,Japan,1541
2020/11/19,JP,Japan,2151
2020/11/20,JP,Japan,2527
2020/11/21,JP,Japan,2535
2020/11/22,JP,Japan,2661
2020/11/23,JP,Japan,2209
2020/11/24,JP,Japan,1668
2020/11/25,JP,Japan,1500
2020/11/26,JP,Japan,1963
2020/11/27,JP,Japan,2332
2020/11/28,JP,Japan,2799
2020/11/29,JP,Japan,2733
2020/11/30,JP,Japan,2289
2020/12/1,JP,Japan,2080
2020/12/2,JP,Japan,1707
2020/12/3,JP,Japan,2583
2020/12/4,JP,Japan,2405
2020/12/5,JP,Japan,2685
2020/12/6,JP,Japan,2594
2020/12/7,JP,Japan,2007
2020/12/8,JP,Japan,1963
2020/12/9,JP,Japan,2077
2020/12/10,JP,Japan,2829
2020/12/11,JP,Japan,3070
2020/12/12,JP,Japan,2961
2020/12/13,JP,Japan,3143
2020/12/14,JP,Japan,2369
2020/12/15,JP,Japan,2422
2020/12/16,JP,Japan,2327
2020/12/17,JP,Japan,3196
2020/12/18,JP,Japan,3324
2020/12/19,JP,Japan,3012
2020/12/20,JP,Japan,3005
2020/12/21,JP,Japan,2858
2020/12/22,JP,Japan,2213
2020/12/23,JP,Japan,2519
2020/12/24,JP,Japan,3158
2020/12/25,JP,Japan,4153
2020/12/26,JP,Japan,3848
2020/12/27,JP,Japan,3912
2020/12/28,JP,Japan,3003
2020/12/29,JP,Japan,3001
2020/12/30,JP,Japan,3560
2020/12/31,JP,Japan,3907
2021/1/1,JP,Japan,8049
2021/1/2,JP,Japan,3214
2021/1/3,JP,Japan,2915
2021/1/4,JP,Japan,4393
2021/1/5,JP,Japan,4385
2021/1/6,JP,Japan,6174
2021/1/7,JP,Japan,6966
2021/1/8,JP,Japan,7865
2021/1/9,JP,Japan,7781
2021/1/10,JP,Japan,6425
2021/1/11,JP,Japan,5784
2021/1/12,JP,Japan,5396
2021/1/13,JP,Japan,5493
2021/1/14,JP,Japan,7174
2021/1/15,JP,Japan,7162
2021/1/16,JP,Japan,6583
2021/1/17,JP,Japan,6439
2021/1/18,JP,Japan,6116
2021/1/19,JP,Japan,5751
2021/1/20,JP,Japan,5823
2021/1/21,JP,Japan,6250
2021/1/22,JP,Japan,5515
2021/1/23,JP,Japan,4668
2021/1/24,JP,Japan,4167
2021/1/25,JP,Japan,3468
2021/1/26,JP,Japan,3814
2021/1/27,JP,Japan,3934
2021/1/28,JP,Japan,3943
2021/1/29,JP,Japan,3705
2021/1/30,JP,Japan,3906
2021/1/31,JP,Japan,2858
2021/2/1,JP,Japan,2250
2021/2/2,JP,Japan,2421
2021/2/3,JP,Japan,2831
2021/2/4,JP,Japan,2729
2021/2/5,JP,Japan,2514
2021/2/6,JP,Japan,2142
2021/2/7,JP,Japan,1591
2021/2/8,JP,Japan,1897
2021/2/9,JP,Japan,1435
2021/2/10,JP,Japan,1974
2021/2/11,JP,Japan,1782
2021/2/12,JP,Japan,1469
2021/2/13,JP,Japan,1371
2021/2/14,JP,Japan,1396
2021/2/15,JP,Japan,2000
2021/2/16,JP,Japan,1309
2021/2/17,JP,Japan,1479
2021/2/18,JP,Japan,1602
2021/2/19,JP,Japan,1380
2021/2/20,JP,Japan,1238
2021/2/21,JP,Japan,1150
2021/2/22,JP,Japan,879
2021/2/23,JP,Japan,1043
2021/2/24,JP,Japan,1172
2021/2/25,JP,Japan,946
2021/2/26,JP,Japan,1076
2021/2/27,JP,Japan,1206
2021/2/28,JP,Japan,1046
2021/3/1,JP,Japan,774
2021/3/2,JP,Japan,868
2021/3/3,JP,Japan,1243
2021/3/4,JP,Japan,1198
2021/3/5,JP,Japan,1222
2021/3/6,JP,Japan,1090
2021/3/7,JP,Japan,1064
2021/3/8,JP,Japan,693
2021/3/9,JP,Japan,1104
2021/3/10,JP,Japan,1326
2021/3/11,JP,Japan,1301
2021/3/12,JP,Japan,1317
2021/3/13,JP,Japan,1382
2021/3/14,JP,Japan,1069
2021/3/15,JP,Japan,831
2021/3/16,JP,Japan,1087
2021/3/17,JP,Japan,1604
2021/3/18,JP,Japan,1552
2021/3/19,JP,Japan,1530
2021/3/20,JP,Japan,1551
2021/3/21,JP,Japan,1157
2021/3/22,JP,Japan,1001
2021/3/23,JP,Japan,1387
2021/3/24,JP,Japan,2029
2021/3/25,JP,Japan,2049
2021/3/26,JP,Japan,2137
2021/3/27,JP,Japan,1995
2021/3/28,JP,Japan,1830
2021/3/29,JP,Japan,1687
2021/3/30,JP,Japan,2095
2021/3/31,JP,Japan,2760
2021/4/1,JP,Japan,2816
2021/4/2,JP,Japan,2835
2021/4/3,JP,Japan,2755
2021/4/4,JP,Japan,2636
2021/4/5,JP,Japan,2240
2021/4/6,JP,Japan,2085
2021/4/7,JP,Japan,3507
2021/4/8,JP,Japan,3488
2021/4/9,JP,Japan,3847
2021/4/10,JP,Japan,3930
2021/4/11,JP,Japan,2887
2021/4/12,JP,Japan,2538
2021/4/13,JP,Japan,3599
2021/4/14,JP,Japan,4072
2021/4/15,JP,Japan,4690
2021/4/16,JP,Japan,4857
2021/4/17,JP,Japan,4818
2021/4/18,JP,Japan,4605
2021/4/19,JP,Japan,3465
2021/4/20,JP,Japan,4571
2021/4/21,JP,Japan,4935
2021/4/22,JP,Japan,5762
2021/4/23,JP,Japan,5469
2021/4/24,JP,Japan,5167
2021/4/25,JP,Japan,4878
2021/4/26,JP,Japan,4479
2021/4/27,JP,Japan,4914
2021/4/28,JP,Japan,5536
2021/4/29,JP,Japan,5823
2021/4/30,JP,Japan,5274
2021/5/1,JP,Japan,5625
2021/5/2,JP,Japan,5694
2021/5/3,JP,Japan,5074
2021/5/4,JP,Japan,4958
2021/5/5,JP,Japan,3994
2021/5/6,JP,Japan,5268
2021/5/7,JP,Japan,5686
2021/5/8,JP,Japan,6918
2021/5/9,JP,Japan,7456
2021/5/10,JP,Japan,5785
2021/5/11,JP,Japan,5931
2021/5/12,JP,Japan,7293
2021/5/13,JP,Japan,7195
2021/5/14,JP,Japan,6839
2021/5/15,JP,Japan,6714
2021/5/16,JP,Japan,5585
2021/5/17,JP,Japan,4904
2021/5/18,JP,Japan,5022
2021/5/19,JP,Japan,5755
2021/5/20,JP,Japan,6201
