Time,A,B,C,D,E,F,G,H,I,J
62570,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
62580,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
62590,Other,Other,Nest,Nest,Other,Other,Other,Other,Other,Other
62600,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62610,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62620,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62630,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62640,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62650,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
62660,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62670,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
62680,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62690,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62700,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
62710,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Toilet
62720,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
62730,Other,Other,Nest,Toilet,Other,Toilet,Other,Other,Other,Other
62740,Other,Other,Nest,Other,Other,Garbage,Toilet,Other,Other,Other
62750,Other,Other,Nest,Other,Other,Garbage,Other,Garbage,Other,Garbage
62760,Other,Toilet,Nest,Other,Other,Garbage,Other,Other,Other,Other
62770,Other,Other,Nest,Other,Other,Garbage,Other,Other,Other,Other
62780,Other,Other,Nest,Other,Other,Garbage,Other,Other,Other,Other
62790,Other,Other,Nest,Toilet,Other,Garbage,Other,Other,Other,Other
62800,Other,Other,Nest,Other,Other,Garbage,Other,Other,Other,Other
62810,Other,Other,Nest,Other,Other,Garbage,Other,Other,Other,Other
62820,Other,Other,Nest,Other,Other,Garbage,Other,Other,Other,Other
62830,Other,Other,Nest,Other,Other,Garbage,Other,Other,Other,Other
62840,Nest,Other,Nest,Other,Other,Garbage,Other,Other,Other,Other
62850,Other,Other,Nest,Other,Other,Garbage,Other,Other,Other,Other
62860,Other,Other,Other,Other,Other,Garbage,Toilet,Other,Other,Other
62870,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62880,Other,Other,Other,Other,Other,Garbage,Nest,Other,Other,Other
62890,Other,Other,Other,Other,Other,Garbage,Nest,Other,Other,Other
62900,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62910,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62920,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62930,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62940,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62950,Garbage,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62960,Nest,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62970,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Nest
62980,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
62990,Toilet,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
63000,Toilet,Other,Other,Nest,Other,Garbage,Other,Other,Other,Other
63010,Other,Other,Other,Nest,Other,Garbage,Other,Other,Other,Other
63020,Other,Other,Other,Nest,Other,Garbage,Other,Other,Other,Other
63030,Other,Other,Other,Nest,Other,Garbage,Nest,Toilet,Other,Other
63040,Other,Other,Other,Other,Other,Garbage,Nest,Other,Other,Other
63050,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
63060,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
63070,Other,Other,Other,Other,Other,Garbage,Other,Toilet,Other,Other
63080,Other,Other,Other,Other,Other,Garbage,Other,Toilet,Other,Other
63090,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
63100,Other,Nest,Other,Other,Other,Garbage,Other,Other,Other,Other
63110,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
63120,Nest,Other,Other,Other,Other,Garbage,Other,Other,Other,Other
63130,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63140,Other,Garbage,Other,Other,Other,Other,Other,Other,Other,Other
63150,Other,Other,Other,Other,Other,Other,Other,Toilet,Other,Other
63160,Other,Garbage,Other,Other,Other,Other,Other,Other,Other,Other
63170,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63180,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63190,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63200,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Garbage
63210,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63220,Nest,Other,Other,Other,Other,Other,Other,Toilet,Other,Nest
63230,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63240,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63250,Other,Other,Other,Other,Other,Other,Other,Toilet,Other,Other
63260,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63270,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
63280,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
63290,Other,Other,Other,Garbage,Other,Other,Other,Other,Other,Other
63300,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63310,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
63320,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63330,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63340,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63350,Nest,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63360,Garbage,Other,Other,Other,Other,Other,Other,Other,Other,Other
63370,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63380,Other,Other,Other,Other,Other,Other,Nest,Toilet,Other,Other
63390,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63400,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63410,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63420,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63430,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63440,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63450,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63460,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63470,Other,Other,Other,Other,Toilet,Other,Other,Other,Other,Other
63480,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63490,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63500,Other,Nest,Other,Other,Other,Other,Other,Other,Other,Other
63510,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63520,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63530,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63540,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63550,Other,Other,Other,Toilet,Other,Other,Other,Other,Other,Other
63560,Other,Other,Other,Toilet,Other,Other,Other,Other,Other,Other
63570,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63580,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63590,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63600,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
63610,Other,Toilet,Other,Other,Other,Other,Other,Other,Other,Other
63620,Other,Toilet,Other,Other,Other,Other,Other,Other,Other,Other
63630,Other,Nest,Other,Other,Other,Other,Other,Other,Other,Other
63640,Toilet,Nest,Other,Other,Other,Other,Other,Other,Other,Other
63650,Other,Other,Other,Other,Other,Garbage,Other,Other,Other,Toilet
63660,Nest,Nest,Other,Other,Other,Garbage,Other,Other,Other,Toilet
63670,Nest,Nest,Other,Other,Other,Other,Other,Other,Other,Toilet
63680,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63690,Other,Other,Other,Other,Other,Other,Garbage,Other,Other,Other
63700,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63710,Other,Other,Other,Other,Other,Other,Other,Other,Other,Toilet
63720,Other,Other,Other,Other,Other,Other,Other,Other,Other,Toilet
63730,Other,Other,Other,Other,Other,Other,Other,Other,Other,Toilet
63740,Other,Other,Other,Other,Other,Other,Other,Other,Other,Toilet
63750,Other,Other,Other,Other,Other,Other,Other,Other,Other,Toilet
63760,Other,Other,Other,Other,Toilet,Other,Other,Other,Other,Toilet
63770,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63780,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63790,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
63800,Other,Other,Toilet,Other,Other,Other,Other,Other,Other,Other
63810,Other,Other,Other,Other,Nest,Other,Nest,Other,Other,Other
63820,Garbage,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63830,Other,Other,Toilet,Other,Nest,Other,Nest,Other,Other,Other
63840,Other,Other,Other,Other,Other,Other,Nest,Toilet,Other,Other
63850,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
63860,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
63870,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
63880,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
63890,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63900,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63910,Other,Other,Nest,Other,Toilet,Other,Nest,Other,Other,Other
63920,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63930,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63940,Other,Other,Other,Other,Nest,Other,Nest,Other,Other,Other
63950,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63960,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63970,Other,Other,Other,Other,Nest,Other,Nest,Other,Other,Other
63980,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
63990,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64000,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64010,Other,Other,Other,Toilet,Other,Other,Nest,Other,Other,Other
64020,Other,Other,Other,Toilet,Other,Other,Nest,Other,Other,Other
64030,Other,Other,Other,Other,Other,Other,Nest,Toilet,Other,Other
64040,Other,Other,Other,Other,Other,Other,Nest,Toilet,Other,Other
64050,Other,Toilet,Other,Other,Other,Other,Nest,Toilet,Other,Other
64060,Other,Toilet,Other,Other,Nest,Other,Nest,Other,Other,Other
64070,Other,Toilet,Other,Other,Other,Other,Nest,Other,Other,Other
64080,Other,Toilet,Other,Other,Other,Other,Nest,Toilet,Other,Other
64090,Other,Toilet,Other,Other,Other,Other,Nest,Other,Other,Other
64100,Other,Other,Other,Toilet,Other,Other,Nest,Other,Other,Other
64110,Other,Nest,Other,Toilet,Other,Other,Other,Other,Other,Other
64120,Other,Nest,Other,Toilet,Other,Other,Nest,Other,Other,Other
64130,Other,Nest,Other,Toilet,Other,Other,Nest,Other,Other,Other
64140,Toilet,Other,Other,Toilet,Other,Other,Nest,Other,Other,Other
64150,Toilet,Other,Other,Toilet,Other,Other,Nest,Other,Other,Other
64160,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64170,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64180,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64190,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64200,Other,Other,Other,Other,Other,Other,Nest,Toilet,Other,Other
64210,Garbage,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64220,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64230,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64240,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64250,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
64260,Other,Other,Other,Toilet,Other,Other,Nest,Other,Other,Other
64270,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64280,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
64290,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
64300,Other,Other,Other,Other,Other,Other,Nest,Toilet,Other,Other
64310,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64320,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
64330,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
64340,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
64350,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
64360,Other,Other,Other,Other,Other,Other,Other,Toilet,Other,Other
64370,Other,Other,Other,Nest,Other,Other,Other,Toilet,Other,Other
64380,Other,Other,Other,Nest,Other,Other,Nest,Toilet,Other,Other
64390,Nest,Other,Nest,Nest,Other,Other,Nest,Toilet,Other,Other
64400,Other,Other,Other,Nest,Other,Nest,Nest,Toilet,Other,Other
64410,Other,Other,Other,Nest,Other,Other,Other,Toilet,Other,Other
64420,Garbage,Other,Nest,Nest,Other,Other,Other,Other,Other,Other
64430,Other,Other,Nest,Nest,Other,Other,Other,Other,Other,Other
64440,Nest,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64450,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64460,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64470,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
64480,Other,Nest,Other,Nest,Other,Other,Other,Other,Other,Other
64490,Other,Nest,Other,Nest,Other,Other,Other,Other,Other,Other
64500,Nest,Nest,Other,Nest,Other,Other,Other,Other,Other,Other
64510,Nest,Nest,Other,Nest,Other,Other,Other,Toilet,Other,Other
64520,Nest,Nest,Other,Nest,Other,Other,Other,Other,Other,Other
64530,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
64540,Nest,Other,Nest,Nest,Other,Other,Other,Other,Other,Other
64550,Other,Other,Nest,Nest,Other,Other,Other,Other,Other,Nest
64560,Garbage,Other,Nest,Nest,Other,Other,Other,Other,Other,Other
64570,Toilet,Other,Nest,Nest,Other,Other,Other,Toilet,Other,Toilet
64580,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other
64590,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
64600,Other,Other,Nest,Nest,Nest,Other,Other,Toilet,Other,Nest
64610,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet
64620,Other,Garbage,Other,Nest,Other,Other,Other,Other,Other,Nest
64630,Other,Other,Nest,Nest,Other,Other,Other,Toilet,Other,Other
64640,Other,Other,Nest,Nest,Other,Other,Nest,Other,Other,Nest
64650,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64660,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64670,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64680,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64690,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
64700,Nest,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64710,Nest,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64720,Nest,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64730,Nest,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
64740,Nest,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64750,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64760,Other,Other,Other,Nest,Other,Other,Nest,Toilet,Other,Nest
64770,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64780,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64790,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
64800,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
64810,Nest,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
64820,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
64830,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
64840,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64850,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64860,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64870,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64880,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
64890,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
64900,Other,Other,Other,Nest,Other,Other,Nest,Toilet,Other,Other
64910,Other,Other,Other,Nest,Toilet,Other,Nest,Toilet,Other,Other
64920,Other,Other,Other,Nest,Toilet,Other,Nest,Other,Other,Other
64930,Other,Other,Other,Nest,Toilet,Other,Nest,Other,Other,Other
64940,Other,Other,Other,Nest,Other,Other,Other,Toilet,Other,Other
64950,Other,Other,Other,Nest,Nest,Other,Other,Other,Other,Toilet
64960,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet
64970,Other,Nest,Other,Nest,Other,Other,Nest,Other,Other,Toilet
64980,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
64990,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
65000,Other,Other,Other,Nest,Other,Other,Nest,Toilet,Other,Nest
65010,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
65020,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
65030,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
65040,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Nest
65050,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
65060,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65070,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65080,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65090,Nest,Other,Other,Other,Other,Other,Other,Toilet,Other,Other
65100,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65110,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
65120,Other,Other,Other,Other,Other,Other,Nest,Toilet,Other,Toilet
65130,Other,Other,Other,Other,Other,Other,Nest,Toilet,Other,Other
65140,Nest,Nest,Other,Other,Other,Other,Nest,Other,Other,Other
65150,Other,Nest,Other,Other,Other,Other,Nest,Other,Other,Nest
65160,Garbage,Nest,Other,Other,Other,Other,Nest,Other,Other,Other
65170,Other,Nest,Nest,Other,Other,Other,Nest,Other,Other,Other
65180,Other,Nest,Toilet,Other,Other,Other,Nest,Other,Other,Other
65190,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
65200,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
65210,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
65220,Nest,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
65230,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
65240,Nest,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
65250,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
65260,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
65270,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
65280,Other,Other,Nest,Toilet,Other,Other,Other,Other,Other,Other
65290,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
65300,Other,Other,Other,Other,Other,Other,Toilet,Other,Other,Nest
65310,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
65320,Other,Other,Other,Toilet,Other,Other,Other,Other,Other,Nest
65330,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
65340,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
65350,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65360,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65370,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65380,Other,Other,Other,Toilet,Other,Other,Other,Other,Other,Other
65390,Other,Other,Other,Toilet,Other,Other,Other,Other,Other,Other
65400,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
65410,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
65420,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
65430,Garbage,Other,Nest,Other,Toilet,Other,Other,Other,Other,Other
65440,Other,Other,Nest,Other,Toilet,Other,Other,Other,Other,Other
65450,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
65460,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
65470,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
65480,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
65490,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
65500,Nest,Other,Other,Other,Other,Other,Nest,Other,Other,Nest
65510,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Nest
65520,Other,Other,Other,Other,Nest,Other,Other,Other,Other,Nest
65530,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
65540,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
65550,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
65560,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
65570,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
65580,Other,Other,Nest,Nest,Other,Other,Nest,Other,Other,Other
65590,Other,Nest,Other,Nest,Other,Other,Nest,Other,Other,Other
65600,Nest,Other,Other,Other,Other,Other,Nest,Other,Other,Other
65610,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
65620,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Nest
65630,Other,Other,Toilet,Other,Other,Other,Other,Other,Other,Nest
65640,Other,Other,Toilet,Other,Other,Other,Other,Other,Other,Nest
65650,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
65660,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
65670,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
65680,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
65690,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65700,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
65710,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
65720,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
65730,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
65740,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65750,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65760,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
65770,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
65780,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65790,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65800,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
65810,Other,Other,Other,Other,Other,Other,Other,Other,Toilet,Other
65820,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65830,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65840,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65850,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65860,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65870,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65880,Other,Other,Other,Other,Other,Other,Toilet,Other,Other,Other
65890,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65900,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65910,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
65920,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65930,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65940,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
65950,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65960,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65970,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65980,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
65990,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66000,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66010,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66020,Other,Other,Nest,Other,Other,Other,Other,Other,Nest,Other
66030,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66040,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66050,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66060,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66070,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66080,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66090,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66100,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66110,Toilet,Other,Other,Other,Other,Other,Other,Other,Other,Other
66120,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66130,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66140,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66150,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66160,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66170,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Other
66180,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66190,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66200,Garbage,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66210,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66220,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66230,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66240,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66250,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
66260,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66270,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66280,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66290,Toilet,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66300,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66310,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66320,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66330,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66340,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66350,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66360,Garbage,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
66370,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
66380,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
66390,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66400,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66410,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Other
66420,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other
66430,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66440,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66450,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66460,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66470,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66480,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66490,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
66500,Nest,Nest,Other,Other,Other,Other,Other,Other,Toilet,Nest
66510,Other,Nest,Nest,Other,Garbage,Other,Other,Other,Other,Other
66520,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66530,Nest,Toilet,Nest,Other,Other,Other,Nest,Other,Other,Other
66540,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
