Time,A,B,C,D,E,F,G,H,I,J
29520,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29530,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29540,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29550,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29560,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29570,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29580,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29590,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29600,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29610,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29620,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29630,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29640,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29650,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29660,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29670,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29680,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29690,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29700,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29710,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29720,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29730,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29740,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29750,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29760,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29770,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29780,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29790,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29800,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29810,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29820,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29830,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29840,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29850,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29860,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29870,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29880,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29890,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29900,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29910,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29920,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29930,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29940,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29950,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29960,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29970,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29980,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
29990,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest,Nest
